country,type,weekday,year,month,day,localtime,timeofday
usa,Underground,Wednesday,1979,8,8,8:00:00,Morning
usa,Underground,Thursday,1979,9,6,8:00:00,Morning
usa,Underground,Saturday,1979,9,8,10:02:00,Morning
usa,Underground,Wednesday,1979,9,26,8:00:00,Morning
usa,Underground,Thursday,1979,11,29,7:00:00,Morning
usa,Underground,Friday,1979,12,14,10:00:00,Morning
usa,Underground,Thursday,1980,2,28,7:00:00,Morning
usa,Underground,Saturday,1980,3,8,7:35:00,Morning
usa,Underground,Thursday,1980,4,3,6:00:00,Morning
usa,Underground,Wednesday,1980,4,16,12:00:00,Afternoon
usa,Underground,Friday,1980,5,2,11:46:30,Morning
usa,Underground,Thursday,1980,5,22,6:00:00,Morning
usa,Underground,Thursday,1980,6,12,10:15:00,Morning
usa,Underground,Tuesday,1980,6,24,8:10:00,Morning
usa,Underground,Friday,1980,7,25,12:05:00,Afternoon
usa,Underground,Thursday,1980,7,31,11:19:00,Morning
usa,Underground,Thursday,1980,9,25,7:45:00,Morning
usa,Underground,Thursday,1980,9,25,8:26:30,Morning
usa,Underground,Friday,1980,10,31,10:00:00,Morning
usa,Underground,Friday,1980,11,14,8:50:00,Morning
usa,Underground,Thursday,1981,1,15,12:25:00,Afternoon
usa,Underground,Thursday,1981,2,5,10:00:00,Morning
usa,Underground,Wednesday,1981,2,25,7:00:00,Morning
usa,Underground,Thursday,1981,4,30,7:35:00,Morning
usa,Underground,Friday,1981,5,29,9:00:00,Morning
usa,Underground,Saturday,1981,6,6,11:00:00,Morning
usa,Underground,Friday,1981,7,10,7:00:00,Morning
usa,Underground,Thursday,1981,7,16,8:00:00,Morning
usa,Underground,Wednesday,1981,8,5,6:41:00,Morning
usa,Underground,Thursday,1981,8,27,7:31:00,Morning
usa,Underground,Friday,1981,9,4,8:00:00,Morning
usa,Underground,Thursday,1981,9,24,8:00:00,Morning
usa,Underground,Thursday,1981,10,1,12:00:00,Afternoon
usa,Underground,Wednesday,1981,11,11,12:00:09,Afternoon
usa,Underground,Thursday,1981,12,3,7:00:00,Morning
usa,Underground,Wednesday,1981,12,16,13:05:00,Afternoon
usa,Underground,Thursday,1982,1,28,8:00:00,Morning
usa,Underground,Friday,1982,2,12,6:55:00,Morning
usa,Underground,Friday,1982,2,12,7:25:00,Morning
usa,Underground,Saturday,1982,4,17,10:00:00,Morning
usa,Underground,Thursday,1982,5,6,13:00:00,Afternoon
usa,Underground,Friday,1982,5,7,11:17:00,Morning
usa,Underground,Wednesday,1982,6,16,7:00:00,Morning
usa,Underground,Thursday,1982,6,24,7:15:00,Morning
usa,Underground,Thursday,1982,7,29,13:05:00,Afternoon
usa,Underground,Thursday,1982,8,5,7:00:00,Morning
usa,Underground,Wednesday,1982,8,11,8:00:00,Morning
usa,Underground,Thursday,1982,9,2,7:00:00,Morning
usa,Underground,Thursday,1982,9,23,9:00:00,Morning
usa,Underground,Thursday,1982,9,23,9:00:00,Morning
usa,Underground,Thursday,1982,9,23,10:00:00,Morning
usa,Underground,Wednesday,1982,9,29,6:30:00,Morning
usa,Underground,Friday,1982,11,12,11:17:00,Morning
usa,Underground,Friday,1982,12,10,7:20:00,Morning
usa,Underground,Friday,1983,2,11,8:00:00,Morning
usa,Underground,Thursday,1983,2,17,9:00:00,Morning
usa,Underground,Saturday,1983,3,26,12:20:00,Afternoon
usa,Underground,Thursday,1983,4,14,11:05:00,Morning
usa,Underground,Thursday,1983,5,5,8:20:00,Morning
usa,Underground,Thursday,1983,5,26,7:30:00,Morning
usa,Underground,Thursday,1983,5,26,8:00:00,Morning
usa,Underground,Thursday,1983,6,9,10:10:00,Morning
usa,Underground,Wednesday,1983,8,3,6:33:00,Morning
usa,Underground,Thursday,1983,8,11,7:00:00,Morning
usa,Underground,Saturday,1983,8,27,7:00:00,Morning
usa,Underground,Thursday,1983,9,1,7:00:00,Morning
usa,Underground,Wednesday,1983,9,21,8:00:00,Morning
usa,Underground,Wednesday,1983,9,21,9:25:00,Morning
usa,Underground,Wednesday,1983,9,21,9:25:00,Morning
usa,Underground,Thursday,1983,9,22,8:00:00,Morning
usa,Underground,Thursday,1983,9,29,8:00:00,Morning
usa,Underground,Friday,1983,12,9,8:00:00,Morning
usa,Underground,Friday,1983,12,16,10:30:00,Morning
usa,Underground,Tuesday,1984,1,31,7:30:00,Morning
usa,Underground,Wednesday,1984,2,15,9:00:00,Morning
usa,Underground,Thursday,1984,3,1,9:45:00,Morning
usa,Underground,Saturday,1984,3,31,6:30:00,Morning
usa,Underground,Wednesday,1984,5,2,6:50:00,Morning
usa,Underground,Wednesday,1984,5,16,9:00:00,Morning
usa,Underground,Thursday,1984,5,31,6:04:00,Morning
usa,Underground,Wednesday,1984,6,20,8:15:00,Morning
usa,Underground,Thursday,1984,7,12,7:00:00,Morning
usa,Underground,Wednesday,1984,7,25,8:30:00,Morning
usa,Underground,Thursday,1984,8,2,8:00:00,Morning
usa,Underground,Thursday,1984,8,30,7:45:00,Morning
usa,Underground,Thursday,1984,8,30,7:45:00,Morning
usa,Underground,Thursday,1984,9,13,7:00:00,Morning
usa,Underground,Tuesday,1984,10,2,11:14:00,Morning
usa,Underground,Saturday,1984,11,10,8:40:00,Morning
usa,Underground,Saturday,1984,12,15,6:45:00,Morning
usa,Underground,Thursday,1984,12,20,8:20:00,Morning
usa,Underground,Friday,1985,3,15,8:31:00,Morning
usa,Underground,Saturday,1985,3,23,10:30:00,Morning
usa,Underground,Tuesday,1985,4,2,12:00:00,Afternoon
usa,Underground,Saturday,1985,4,6,15:15:00,Afternoon
usa,Underground,Thursday,1985,5,2,8:20:00,Morning
usa,Underground,Wednesday,1985,6,12,8:15:00,Morning
usa,Underground,Wednesday,1985,6,12,10:30:00,Morning
usa,Underground,Wednesday,1985,6,26,11:03:00,Morning
usa,Underground,Thursday,1985,7,25,7:00:00,Morning
usa,Underground,Wednesday,1985,8,14,6:00:00,Morning
usa,Underground,Saturday,1985,8,17,9:25:00,Morning
usa,Underground,Friday,1985,9,27,7:15:00,Morning
usa,Underground,Wednesday,1985,10,9,13:40:00,Afternoon
usa,Underground,Wednesday,1985,10,9,16:20:00,Afternoon
usa,Underground,Wednesday,1985,10,16,14:35:00,Afternoon
usa,Underground,Wednesday,1985,10,30,8:00:00,Morning
usa,Underground,Saturday,1985,12,28,11:01:00,Morning
usa,Underground,Saturday,1986,3,22,8:15:00,Morning
usa,Underground,Thursday,1986,4,10,6:08:30,Morning
usa,Underground,Sunday,1986,4,20,7:12:30,Morning
usa,Underground,Tuesday,1986,4,22,6:30:00,Morning
usa,Underground,Wednesday,1986,5,21,6:59:00,Morning
usa,Underground,Thursday,1986,6,5,8:04:00,Morning
usa,Underground,Thursday,1986,7,17,14:00:00,Afternoon
usa,Underground,Thursday,1986,7,24,8:05:00,Morning
usa,Underground,Thursday,1986,9,4,9:09:00,Morning
usa,Underground,Thursday,1986,9,11,7:57:00,Morning
usa,Underground,Tuesday,1986,9,30,15:30:00,Afternoon
usa,Underground,Thursday,1986,10,16,12:25:00,Afternoon
usa,Underground,Friday,1986,11,14,8:00:00,Morning
usa,Underground,Saturday,1986,12,13,9:50:05,Morning
usa,Underground,Tuesday,1987,2,3,7:20:00,Morning
usa,Underground,Tuesday,1987,2,3,7:20:00,Morning
usa,Underground,Tuesday,1987,2,3,7:20:00,Morning
usa,Underground,Wednesday,1987,2,11,8:45:00,Morning
usa,Underground,Wednesday,1987,3,18,10:28:00,Morning
usa,Underground,Saturday,1987,4,18,6:40:00,Morning
usa,Underground,Wednesday,1987,4,22,16:00:00,Afternoon
usa,Underground,Thursday,1987,4,30,6:30:00,Morning
usa,Underground,Thursday,1987,6,18,8:20:00,Morning
usa,Underground,Saturday,1987,6,20,9:00:00,Morning
usa,Underground,Tuesday,1987,6,30,9:05:00,Morning
usa,Underground,Thursday,1987,8,13,7:00:00,Morning
usa,Underground,Thursday,1987,9,24,8:00:00,Morning
usa,Underground,Friday,1987,10,23,9:00:00,Morning
usa,Underground,Tuesday,1987,12,1,8:30:00,Morning
usa,Underground,Wednesday,1987,12,2,8:00:00,Morning
usa,Underground,Monday,1988,2,15,10:10:00,Morning
usa,Underground,Thursday,1988,4,7,10:15:00,Morning
usa,Underground,Friday,1988,5,13,8:35:00,Morning
usa,Underground,Saturday,1988,5,21,15:30:00,Afternoon
usa,Underground,Thursday,1988,6,2,6:00:00,Morning
usa,Underground,Wednesday,1988,6,22,7:00:00,Morning
usa,Underground,Wednesday,1988,6,22,7:00:00,Morning
usa,Underground,Thursday,1988,7,7,8:05:30,Morning
usa,Underground,Wednesday,1988,8,17,10:00:00,Morning
usa,Underground,Tuesday,1988,8,23,11:30:00,Morning
usa,Underground,Tuesday,1988,8,23,11:30:00,Morning
usa,Underground,Tuesday,1988,8,30,11:00:00,Morning
usa,Underground,Thursday,1988,10,13,7:00:00,Morning
usa,Underground,Wednesday,1988,11,9,12:15:00,Afternoon
usa,Underground,Wednesday,1988,11,9,12:15:00,Afternoon
usa,Underground,Friday,1988,12,9,7:15:00,Morning
usa,Underground,Friday,1988,12,9,7:15:00,Morning
usa,Underground,Saturday,1988,12,10,12:30:00,Afternoon
usa,Underground,Friday,1989,2,10,12:06:00,Afternoon
usa,Underground,Friday,1989,2,24,8:15:00,Morning
usa,Underground,Friday,1989,2,24,8:15:00,Morning
usa,Underground,Thursday,1989,3,9,6:05:00,Morning
usa,Underground,Monday,1989,5,15,6:10:00,Morning
usa,Underground,Monday,1989,5,15,6:10:00,Morning
usa,Underground,Monday,1989,5,15,6:10:00,Morning
usa,Underground,Friday,1989,5,26,11:07:00,Morning
usa,Underground,Thursday,1989,6,22,14:15:01,Afternoon
usa,Underground,Tuesday,1989,6,27,8:30:00,Morning
usa,Underground,Thursday,1989,9,14,8:00:00,Morning
usa,Underground,Tuesday,1989,10,31,7:30:00,Morning
usa,Underground,Wednesday,1989,11,15,12:20:00,Afternoon
usa,Underground,Wednesday,1989,12,20,14:00:00,Afternoon
usa,Underground,Wednesday,1989,12,20,14:00:00,Afternoon
usa,Underground,Saturday,1990,3,10,7:00:00,Morning
usa,Underground,Friday,1990,4,6,10:00:00,Morning
usa,Underground,Wednesday,1990,6,13,9:00:00,Morning
usa,Underground,Thursday,1990,6,21,11:15:00,Morning
usa,Underground,Wednesday,1990,7,25,8:00:00,Morning
usa,Underground,Wednesday,1990,7,25,8:00:00,Morning
usa,Underground,Thursday,1990,9,20,9:15:00,Morning
usa,Underground,Thursday,1990,9,20,9:15:00,Morning
usa,Underground,Thursday,1990,9,27,11:02:46,Morning
usa,Underground,Friday,1990,10,12,10:30:00,Morning
usa,Underground,Friday,1991,3,8,13:02:45,Afternoon
usa,Underground,Friday,1991,3,8,13:02:45,Afternoon
usa,Underground,Friday,1991,3,8,13:02:45,Afternoon
usa,Underground,Thursday,1991,4,4,11:00:00,Morning
usa,Underground,Tuesday,1991,4,16,8:30:00,Morning
usa,Underground,Thursday,1991,8,15,9:00:00,Morning
usa,Underground,Saturday,1991,9,14,12:00:00,Afternoon
usa,Underground,Thursday,1991,9,19,8:30:00,Morning
usa,Underground,Friday,1991,10,18,12:12:00,Afternoon
usa,Underground,Thursday,1992,3,26,8:30:00,Morning
usa,Underground,Thursday,1992,4,30,9:30:00,Morning
usa,Underground,Friday,1992,6,19,9:45:00,Morning
usa,Underground,Tuesday,1992,6,23,8:00:00,Morning
usa,Underground,Tuesday,1992,6,23,8:00:00,Morning
usa,Underground,Tuesday,1992,6,23,8:00:00,Morning
usa,Underground,Friday,1992,9,18,10:00:00,Morning
usa,Underground,Wednesday,1992,9,23,8:04:00,Morning
