date,closing-amount
2/19/1957,43.49
2/20/1957,43.63
2/21/1957,43.48
2/25/1957,43.38
2/26/1957,43.45
2/27/1957,43.41
2/28/1957,43.26
3/1/1957,43.74
3/4/1957,44.06
3/5/1957,44.22
3/6/1957,44.23
3/7/1957,44.21
3/8/1957,44.07
3/11/1957,43.78
3/12/1957,43.75
3/13/1957,44.04
3/14/1957,44.07
3/15/1957,44.05
3/18/1957,43.85
3/19/1957,44.04
3/20/1957,44.1
3/21/1957,44.11
3/22/1957,44.06
3/25/1957,43.88
3/26/1957,43.91
3/27/1957,44.09
3/28/1957,44.18
3/29/1957,44.11
4/1/1957,44.14
4/2/1957,44.42
4/3/1957,44.54
4/4/1957,44.44
4/5/1957,44.49
4/8/1957,44.39
4/9/1957,44.79
4/10/1957,44.98
4/11/1957,44.98
4/12/1957,44.98
4/15/1957,44.95
4/16/1957,45.02
4/17/1957,45.08
4/18/1957,45.41
4/22/1957,45.48
4/23/1957,45.65
4/24/1957,45.72
4/25/1957,45.56
4/26/1957,45.5
4/29/1957,45.73
4/30/1957,45.74
5/1/1957,46.02
5/2/1957,46.39
5/3/1957,46.34
5/6/1957,46.27
5/7/1957,46.13
5/8/1957,46.31
5/9/1957,46.36
5/10/1957,46.59
5/13/1957,46.88
5/14/1957,46.67
5/15/1957,46.83
5/16/1957,47.02
5/17/1957,47.15
5/20/1957,47.35
5/21/1957,47.33
5/22/1957,47.14
5/23/1957,47.15
5/24/1957,47.21
5/27/1957,46.78
5/28/1957,46.69
5/29/1957,47.11
5/31/1957,47.43
6/3/1957,47.37
6/4/1957,47.28
6/5/1957,47.27
6/6/1957,47.8
6/7/1957,47.85
6/10/1957,47.9
6/11/1957,47.94
6/12/1957,48.05
6/13/1957,48.14
6/14/1957,48.15
6/17/1957,48.24
6/18/1957,48.04
6/19/1957,47.72
6/20/1957,47.43
6/21/1957,47.15
6/24/1957,46.78
6/25/1957,47.15
6/26/1957,47.09
6/27/1957,47.26
6/28/1957,47.37
7/1/1957,47.43
7/2/1957,47.9
7/3/1957,48.46
7/5/1957,48.69
7/8/1957,48.9
7/9/1957,48.9
7/10/1957,49
7/11/1957,48.86
7/12/1957,49.08
7/15/1957,49.13
7/16/1957,48.88
7/17/1957,48.58
7/18/1957,48.53
7/19/1957,48.58
7/22/1957,48.47
7/23/1957,48.56
7/24/1957,48.61
7/25/1957,48.61
7/26/1957,48.45
7/29/1957,47.92
7/30/1957,47.92
7/31/1957,47.91
8/1/1957,47.79
8/2/1957,47.68
8/5/1957,47.26
8/6/1957,46.67
8/7/1957,47.03
8/8/1957,46.9
8/9/1957,46.92
8/12/1957,46.33
8/13/1957,46.3
8/14/1957,45.73
8/15/1957,45.75
8/16/1957,45.83
8/19/1957,44.91
8/20/1957,45.29
8/21/1957,45.49
8/22/1957,45.16
8/23/1957,44.51
8/26/1957,43.89
8/27/1957,44.61
8/28/1957,44.64
8/29/1957,44.46
8/30/1957,45.22
9/3/1957,45.44
9/4/1957,45.05
9/5/1957,44.82
9/6/1957,44.68
9/9/1957,44.28
9/10/1957,43.87
9/11/1957,44.26
9/12/1957,44.82
9/13/1957,44.8
9/16/1957,44.58
9/17/1957,44.64
9/18/1957,44.69
9/19/1957,44.4
9/20/1957,43.69
9/23/1957,42.69
9/24/1957,42.98
9/25/1957,42.98
9/26/1957,42.57
9/27/1957,42.55
9/30/1957,42.42
10/1/1957,42.76
10/2/1957,43.1
10/3/1957,43.14
10/4/1957,42.79
10/7/1957,42.22
10/8/1957,41.95
10/9/1957,41.99
10/10/1957,40.96
10/11/1957,40.94
10/14/1957,41.24
10/15/1957,41.67
10/16/1957,41.33
10/17/1957,40.65
10/18/1957,40.33
10/21/1957,39.15
10/22/1957,38.98
10/23/1957,40.73
10/24/1957,40.71
10/25/1957,40.59
10/28/1957,40.42
10/29/1957,40.69
10/30/1957,41.02
10/31/1957,41.06
11/1/1957,40.44
11/4/1957,40.37
11/6/1957,40.43
11/7/1957,40.67
11/8/1957,40.19
11/11/1957,40.18
11/12/1957,39.6
11/13/1957,39.55
11/14/1957,39.44
11/15/1957,40.37
11/18/1957,40.04
11/19/1957,39.81
11/20/1957,39.92
11/21/1957,40.48
11/22/1957,40.87
11/25/1957,41.18
11/26/1957,40.09
11/27/1957,41.25
11/29/1957,41.72
12/2/1957,41.36
12/3/1957,41.37
12/4/1957,41.54
12/5/1957,41.52
12/6/1957,41.31
12/9/1957,40.92
12/10/1957,40.56
12/11/1957,40.51
12/12/1957,40.55
12/13/1957,40.73
12/16/1957,40.12
12/17/1957,39.42
12/18/1957,39.38
12/19/1957,39.8
12/20/1957,39.48
12/23/1957,39.48
12/24/1957,39.52
12/26/1957,39.92
12/27/1957,39.78
12/30/1957,39.58
12/31/1957,39.99
1/2/1958,40.33
1/3/1958,40.87
1/6/1958,40.68
1/7/1958,41
1/8/1958,40.99
1/9/1958,40.75
1/10/1958,40.37
1/13/1958,40.49
1/14/1958,40.67
1/15/1958,40.99
1/16/1958,41.06
1/17/1958,41.1
1/20/1958,41.35
1/21/1958,41.3
1/22/1958,41.2
1/23/1958,41.36
1/24/1958,41.71
1/27/1958,41.59
1/28/1958,41.63
1/29/1958,41.88
1/30/1958,41.68
1/31/1958,41.7
2/3/1958,42.04
2/4/1958,42.46
2/5/1958,42.19
2/6/1958,42.1
2/7/1958,41.73
2/10/1958,41.48
2/11/1958,41.11
2/12/1958,40.93
2/13/1958,40.94
2/14/1958,41.33
2/17/1958,41.11
2/18/1958,41.17
2/19/1958,41.15
2/20/1958,40.91
2/21/1958,40.88
2/24/1958,40.65
2/25/1958,40.61
2/26/1958,40.92
2/27/1958,40.68
2/28/1958,40.84
3/3/1958,41.13
3/4/1958,41.35
3/5/1958,41.47
3/6/1958,42
3/7/1958,42.07
3/10/1958,42.21
3/11/1958,42.51
3/12/1958,42.41
3/13/1958,42.46
3/14/1958,42.33
3/17/1958,42.04
3/18/1958,41.89
3/19/1958,42.09
3/20/1958,42.11
3/21/1958,42.42
3/24/1958,42.58
3/25/1958,42.44
3/26/1958,42.3
3/27/1958,42.17
3/28/1958,42.2
3/31/1958,42.1
4/1/1958,41.93
4/2/1958,41.6
4/3/1958,41.48
4/7/1958,41.33
4/8/1958,41.43
4/9/1958,41.65
4/10/1958,41.7
4/11/1958,41.74
4/14/1958,42
4/15/1958,42.43
4/16/1958,42.1
4/17/1958,42.25
4/18/1958,42.71
4/21/1958,42.93
4/22/1958,42.8
4/23/1958,42.8
4/24/1958,43.14
4/25/1958,43.36
4/28/1958,43.22
4/29/1958,43
4/30/1958,43.44
5/1/1958,43.54
5/2/1958,43.69
5/5/1958,43.79
5/6/1958,44.01
5/7/1958,43.93
5/8/1958,43.99
5/9/1958,44.09
5/12/1958,43.75
5/13/1958,43.62
5/14/1958,43.12
5/15/1958,43.34
5/16/1958,43.36
5/19/1958,43.24
5/20/1958,43.61
5/21/1958,43.55
5/22/1958,43.78
5/23/1958,43.87
5/26/1958,43.85
5/27/1958,43.79
5/28/1958,43.85
5/29/1958,44.09
6/2/1958,44.31
6/3/1958,44.46
6/4/1958,44.5
6/5/1958,44.55
6/6/1958,44.64
6/9/1958,44.57
6/10/1958,44.48
6/11/1958,44.49
6/12/1958,44.75
6/13/1958,45.02
6/16/1958,45.18
6/17/1958,44.94
6/18/1958,45.34
6/19/1958,44.61
6/20/1958,44.85
6/23/1958,44.69
6/24/1958,44.52
6/25/1958,44.63
6/26/1958,44.84
6/27/1958,44.9
6/30/1958,45.24
7/1/1958,45.28
7/2/1958,45.32
7/3/1958,45.47
7/7/1958,45.62
7/8/1958,45.4
7/9/1958,45.25
7/10/1958,45.42
7/11/1958,45.72
7/14/1958,45.14
7/15/1958,45.11
7/16/1958,45.25
7/17/1958,45.55
7/18/1958,45.77
7/21/1958,46.33
7/22/1958,46.41
7/23/1958,46.4
7/24/1958,46.65
7/25/1958,46.97
7/28/1958,47.15
7/29/1958,46.96
7/30/1958,47.09
7/31/1958,47.19
8/1/1958,47.49
8/4/1958,47.94
8/5/1958,47.75
8/6/1958,47.46
8/7/1958,47.77
8/8/1958,48.05
8/11/1958,48.16
8/12/1958,47.73
8/13/1958,47.81
8/14/1958,47.91
8/15/1958,47.5
8/18/1958,47.22
8/19/1958,47.3
8/20/1958,47.32
8/21/1958,47.63
8/22/1958,47.73
8/25/1958,47.74
8/26/1958,47.9
8/27/1958,47.91
8/28/1958,47.66
8/29/1958,47.75
9/2/1958,48
9/3/1958,48.18
9/4/1958,48.1
9/5/1958,47.97
9/8/1958,48.13
9/9/1958,48.46
9/10/1958,48.31
9/11/1958,48.64
9/12/1958,48.53
9/15/1958,48.96
9/16/1958,49.35
9/17/1958,49.35
9/18/1958,49.38
9/19/1958,49.4
9/22/1958,49.2
9/23/1958,49.56
9/24/1958,49.78
9/25/1958,49.57
9/26/1958,49.66
9/29/1958,49.87
9/30/1958,50.06
10/1/1958,49.98
10/2/1958,50.17
10/3/1958,50.37
10/6/1958,51.07
10/7/1958,51.07
10/8/1958,51.06
10/9/1958,51.05
10/10/1958,51.39
10/13/1958,51.62
10/14/1958,51.26
10/15/1958,50.58
10/16/1958,50.94
10/17/1958,51.46
10/20/1958,51.27
10/21/1958,51.27
10/22/1958,51.07
10/23/1958,50.97
10/24/1958,50.81
10/27/1958,50.42
10/28/1958,50.58
10/29/1958,51.07
10/30/1958,51.27
10/31/1958,51.33
11/3/1958,51.56
11/5/1958,52.03
11/6/1958,52.45
11/7/1958,52.26
11/10/1958,52.57
11/11/1958,52.98
11/12/1958,53.05
11/13/1958,52.83
11/14/1958,53.09
11/17/1958,53.24
11/18/1958,53.13
11/19/1958,53.2
11/20/1958,53.21
11/21/1958,52.7
11/24/1958,52.03
11/25/1958,51.02
11/26/1958,51.9
11/28/1958,52.48
12/1/1958,52.69
12/2/1958,52.46
12/3/1958,52.53
12/4/1958,52.55
12/5/1958,52.46
12/8/1958,52.46
12/9/1958,52.82
12/10/1958,53.46
12/11/1958,53.35
12/12/1958,53.22
12/15/1958,53.37
12/16/1958,53.57
12/17/1958,53.92
12/18/1958,54.15
12/19/1958,54.07
12/22/1958,53.71
12/23/1958,53.42
12/24/1958,54.11
12/29/1958,54.74
12/30/1958,54.93
12/31/1958,55.21
1/2/1959,55.44
1/5/1959,55.66
1/6/1959,55.59
1/7/1959,54.89
1/8/1959,55.4
1/9/1959,55.77
1/12/1959,55.78
1/13/1959,55.47
1/14/1959,55.62
1/15/1959,55.83
1/16/1959,55.81
1/19/1959,55.68
1/20/1959,55.72
1/21/1959,56.04
1/22/1959,55.97
1/23/1959,56
1/26/1959,55.77
1/27/1959,55.78
1/28/1959,55.16
1/29/1959,55.2
1/30/1959,55.45
2/2/1959,55.21
2/3/1959,55.28
2/4/1959,55.06
2/5/1959,54.81
2/6/1959,54.37
2/9/1959,53.58
2/10/1959,54.32
2/11/1959,54.35
2/12/1959,54
2/13/1959,54.42
2/16/1959,54.5
2/17/1959,54.29
2/18/1959,54.3
2/19/1959,55.5
2/20/1959,55.52
2/24/1959,55.48
2/25/1959,55.24
2/26/1959,55.34
2/27/1959,55.41
3/2/1959,55.73
3/3/1959,56.25
3/4/1959,56.35
3/5/1959,56.43
3/6/1959,56.21
3/9/1959,56.15
3/10/1959,56.31
3/11/1959,56.35
3/12/1959,56.6
3/13/1959,56.67
3/16/1959,56.06
3/17/1959,56.52
3/18/1959,56.39
3/19/1959,56.34
3/20/1959,56.39
3/23/1959,55.87
3/24/1959,55.96
3/25/1959,55.88
3/26/1959,55.76
3/30/1959,55.45
3/31/1959,55.44
4/1/1959,55.69
4/2/1959,56
4/3/1959,56.44
4/6/1959,56.6
4/7/1959,56.48
4/8/1959,56.21
4/9/1959,56.17
4/10/1959,56.22
4/13/1959,56.43
4/14/1959,56.71
4/15/1959,56.96
4/16/1959,57.43
4/17/1959,57.92
4/20/1959,58.17
4/21/1959,58.11
4/22/1959,57.73
4/23/1959,57.6
4/24/1959,57.96
4/27/1959,58.14
4/28/1959,57.92
4/29/1959,57.69
4/30/1959,57.59
5/1/1959,57.65
5/4/1959,57.65
5/5/1959,57.75
5/6/1959,57.61
5/7/1959,56.88
5/8/1959,57.32
5/11/1959,57.96
5/12/1959,57.96
5/13/1959,57.97
5/14/1959,58.37
5/15/1959,58.16
5/18/1959,58.15
5/19/1959,58.32
5/20/1959,58.09
5/21/1959,58.14
5/22/1959,58.33
5/25/1959,58.18
5/26/1959,58.09
5/27/1959,58.19
5/28/1959,58.39
5/29/1959,58.68
6/1/1959,58.63
6/2/1959,58.23
6/3/1959,58.25
6/4/1959,57.63
6/5/1959,57.51
6/8/1959,56.76
6/9/1959,56.36
6/10/1959,57.19
6/11/1959,57.25
6/12/1959,57.29
6/15/1959,56.99
6/16/1959,56.56
6/17/1959,57.09
6/18/1959,57.05
6/19/1959,57.13
6/22/1959,57.13
6/23/1959,57.12
6/24/1959,57.41
6/25/1959,57.73
6/26/1959,57.98
6/29/1959,58.37
6/30/1959,58.47
7/1/1959,58.97
7/2/1959,59.28
7/6/1959,59.65
7/7/1959,60.01
7/8/1959,60.03
7/9/1959,59.97
7/10/1959,59.91
7/13/1959,59.41
7/14/1959,59.55
7/15/1959,59.59
7/16/1959,59.41
7/17/1959,59.19
7/20/1959,58.91
7/21/1959,59.41
7/22/1959,59.61
7/23/1959,59.67
7/24/1959,59.65
7/27/1959,60.02
7/28/1959,60.32
7/29/1959,60.62
7/30/1959,60.5
7/31/1959,60.51
8/3/1959,60.71
8/4/1959,60.61
8/5/1959,60.3
8/6/1959,60.24
8/7/1959,59.87
8/10/1959,58.62
8/11/1959,59.39
8/12/1959,59.25
8/13/1959,59.15
8/14/1959,59.29
8/17/1959,59.17
8/18/1959,58.62
8/19/1959,58.27
8/20/1959,59.14
8/21/1959,59.08
8/24/1959,58.87
8/25/1959,58.99
8/26/1959,59.07
8/27/1959,59.58
8/28/1959,59.6
8/31/1959,59.6
9/1/1959,58.87
9/2/1959,58.92
9/3/1959,58.26
9/4/1959,58.54
9/8/1959,57.7
9/9/1959,57.29
9/10/1959,56.99
9/11/1959,57.41
9/14/1959,56.99
9/15/1959,56.68
9/16/1959,56.72
9/17/1959,56.41
9/18/1959,56.19
9/21/1959,55.27
9/22/1959,55.14
9/23/1959,55.82
9/24/1959,56.78
9/25/1959,56.73
9/28/1959,57.15
9/29/1959,57.51
9/30/1959,56.88
10/1/1959,56.94
10/2/1959,57.2
10/5/1959,57.14
10/6/1959,57.09
10/7/1959,56.94
10/8/1959,56.81
10/9/1959,57
10/12/1959,57.32
10/13/1959,57.16
10/14/1959,56.71
10/15/1959,56.87
10/16/1959,57.33
10/19/1959,57.01
10/20/1959,56.66
10/21/1959,56.55
10/22/1959,56
10/23/1959,56.56
10/26/1959,56.94
10/27/1959,57.42
10/28/1959,57.46
10/29/1959,57.41
10/30/1959,57.52
11/2/1959,57.41
11/4/1959,57.26
11/5/1959,57.32
11/6/1959,57.6
11/9/1959,57.5
11/10/1959,57.48
11/11/1959,57.49
11/12/1959,57.17
11/13/1959,56.85
11/16/1959,56.22
11/17/1959,56.38
11/18/1959,56.99
11/19/1959,56.94
11/20/1959,56.97
11/23/1959,57.08
11/24/1959,57.35
11/25/1959,57.44
11/27/1959,57.7
11/30/1959,58.28
12/1/1959,58.7
12/2/1959,58.6
12/3/1959,58.73
12/4/1959,58.85
12/7/1959,58.96
12/8/1959,59.34
12/9/1959,58.97
12/10/1959,59.02
12/11/1959,58.88
12/14/1959,59.04
12/15/1959,58.9
12/16/1959,58.97
12/17/1959,58.86
12/18/1959,59.14
12/21/1959,59.21
12/22/1959,59.14
12/23/1959,58.96
12/24/1959,59
12/28/1959,58.98
12/29/1959,59.3
12/30/1959,59.77
12/31/1959,59.89
1/4/1960,59.91
1/5/1960,60.39
1/6/1960,60.13
1/7/1960,59.69
1/8/1960,59.5
1/11/1960,58.77
1/12/1960,58.41
1/13/1960,58.08
1/14/1960,58.4
1/15/1960,58.38
1/18/1960,57.89
1/19/1960,57.27
1/20/1960,57.07
1/21/1960,57.21
1/22/1960,57.38
1/25/1960,56.78
1/26/1960,56.86
1/27/1960,56.72
1/28/1960,56.13
1/29/1960,55.61
2/1/1960,55.96
2/2/1960,56.82
2/3/1960,56.32
2/4/1960,56.27
2/5/1960,55.98
2/8/1960,55.32
2/9/1960,55.84
2/10/1960,55.49
2/11/1960,55.18
2/12/1960,55.46
2/15/1960,55.17
2/16/1960,54.73
2/17/1960,55.03
2/18/1960,55.8
2/19/1960,56.24
2/23/1960,55.94
2/24/1960,55.74
2/25/1960,55.93
2/26/1960,56.16
2/29/1960,56.12
3/1/1960,56.01
3/2/1960,55.62
3/3/1960,54.78
3/4/1960,54.57
3/7/1960,54.02
3/8/1960,53.47
3/9/1960,54.04
3/10/1960,53.83
3/11/1960,54.24
3/14/1960,54.32
3/15/1960,54.74
3/16/1960,55.04
3/17/1960,54.96
3/18/1960,55.01
3/21/1960,55.07
3/22/1960,55.29
3/23/1960,55.74
3/24/1960,55.98
3/25/1960,55.98
3/28/1960,55.86
3/29/1960,55.78
3/30/1960,55.66
3/31/1960,55.34
4/1/1960,55.43
4/4/1960,55.54
4/5/1960,55.37
4/6/1960,56.51
4/7/1960,56.52
4/8/1960,56.39
4/11/1960,56.17
4/12/1960,56.3
4/13/1960,56.3
4/14/1960,56.43
4/18/1960,56.59
4/19/1960,56.13
4/20/1960,55.44
4/21/1960,55.59
4/22/1960,55.42
4/25/1960,54.86
4/26/1960,55.04
4/27/1960,55.04
4/28/1960,54.56
4/29/1960,54.37
5/2/1960,54.13
5/3/1960,54.83
5/4/1960,55.04
5/5/1960,54.86
5/6/1960,54.75
5/9/1960,54.8
5/10/1960,54.42
5/11/1960,54.57
5/12/1960,54.85
5/13/1960,55.3
5/16/1960,55.25
5/17/1960,55.46
5/18/1960,55.44
5/19/1960,55.68
5/20/1960,55.73
5/23/1960,55.76
5/24/1960,55.7
5/25/1960,55.67
5/26/1960,55.71
5/27/1960,55.74
5/31/1960,55.83
6/1/1960,55.89
6/2/1960,56.13
6/3/1960,56.23
6/6/1960,56.89
6/7/1960,57.43
6/8/1960,57.89
6/9/1960,58
6/10/1960,57.97
6/13/1960,57.99
6/14/1960,57.91
6/15/1960,57.57
6/16/1960,57.5
6/17/1960,57.44
6/20/1960,57.16
6/21/1960,57.11
6/22/1960,57.28
6/23/1960,57.59
6/24/1960,57.68
6/27/1960,57.33
6/28/1960,56.94
6/29/1960,56.94
6/30/1960,56.92
7/1/1960,57.06
7/5/1960,57.02
7/6/1960,56.94
7/7/1960,57.24
7/8/1960,57.38
7/11/1960,56.87
7/12/1960,56.25
7/13/1960,56.1
7/14/1960,56.12
7/15/1960,56.05
7/18/1960,55.7
7/19/1960,55.7
7/20/1960,55.61
7/21/1960,55.1
7/22/1960,54.72
7/25/1960,54.18
7/26/1960,54.51
7/27/1960,54.17
7/28/1960,54.57
7/29/1960,55.51
8/1/1960,55.53
8/2/1960,55.04
8/3/1960,54.72
8/4/1960,54.89
8/5/1960,55.44
8/8/1960,55.52
8/9/1960,55.84
8/10/1960,56.07
8/11/1960,56.28
8/12/1960,56.66
8/15/1960,56.61
8/16/1960,56.72
8/17/1960,56.84
8/18/1960,56.81
8/19/1960,57.01
8/22/1960,57.19
8/23/1960,57.75
8/24/1960,58.07
8/25/1960,57.79
8/26/1960,57.6
8/29/1960,57.44
8/30/1960,56.84
8/31/1960,56.96
9/1/1960,57.09
9/2/1960,57
9/6/1960,56.49
9/7/1960,55.79
9/8/1960,55.74
9/9/1960,56.11
9/12/1960,55.72
9/13/1960,55.83
9/14/1960,55.44
9/15/1960,55.22
9/16/1960,55.11
9/19/1960,53.86
9/20/1960,54.01
9/21/1960,54.57
9/22/1960,54.36
9/23/1960,53.9
9/26/1960,53.06
9/27/1960,52.94
9/28/1960,52.48
9/29/1960,52.62
9/30/1960,53.52
10/3/1960,53.36
10/4/1960,52.99
10/5/1960,53.39
10/6/1960,53.72
10/7/1960,54.03
10/10/1960,54.14
10/11/1960,54.22
10/12/1960,54.15
10/13/1960,54.57
10/14/1960,54.86
10/17/1960,54.63
10/18/1960,54.35
10/19/1960,54.25
10/20/1960,53.86
10/21/1960,53.72
10/24/1960,52.7
10/25/1960,52.2
10/26/1960,53.05
10/27/1960,53.62
10/28/1960,53.41
10/31/1960,53.39
11/1/1960,53.94
11/2/1960,54.22
11/3/1960,54.43
11/4/1960,54.9
11/7/1960,55.11
11/9/1960,55.35
11/10/1960,56.43
11/11/1960,55.87
11/14/1960,55.59
11/15/1960,55.81
11/16/1960,55.7
11/17/1960,55.55
11/18/1960,55.82
11/21/1960,55.93
11/22/1960,55.72
11/23/1960,55.8
11/25/1960,56.13
11/28/1960,56.03
11/29/1960,55.83
11/30/1960,55.54
12/1/1960,55.3
12/2/1960,55.39
12/5/1960,55.31
12/6/1960,55.47
12/7/1960,56.02
12/8/1960,56.15
12/9/1960,56.65
12/12/1960,56.85
12/13/1960,56.88
12/14/1960,56.84
12/15/1960,56.68
12/16/1960,57.2
12/19/1960,57.13
12/20/1960,57.09
12/21/1960,57.55
12/22/1960,57.39
12/23/1960,57.44
12/27/1960,57.52
12/28/1960,57.78
12/29/1960,58.05
12/30/1960,58.11
1/3/1961,57.57
1/4/1961,58.36
1/5/1961,58.57
1/6/1961,58.4
1/9/1961,58.81
1/10/1961,58.97
1/11/1961,59.14
1/12/1961,59.32
1/13/1961,59.6
1/16/1961,59.58
1/17/1961,59.64
1/18/1961,59.68
1/19/1961,59.77
1/20/1961,59.96
1/23/1961,60.29
1/24/1961,60.45
1/25/1961,60.53
1/26/1961,60.62
1/27/1961,61.24
1/30/1961,61.97
1/31/1961,61.78
2/1/1961,61.9
2/2/1961,62.3
2/3/1961,62.22
2/6/1961,61.76
2/7/1961,61.65
2/8/1961,62.21
2/9/1961,62.02
2/10/1961,61.5
2/13/1961,61.14
2/14/1961,61.41
2/15/1961,61.92
2/16/1961,62.3
2/17/1961,62.1
2/20/1961,62.32
2/21/1961,62.36
2/23/1961,62.59
2/24/1961,62.84
2/27/1961,63.3
2/28/1961,63.44
3/1/1961,63.43
3/2/1961,63.85
3/3/1961,63.95
3/6/1961,64.05
3/7/1961,63.47
3/8/1961,63.44
3/9/1961,63.5
3/10/1961,63.48
3/13/1961,63.66
3/14/1961,63.38
3/15/1961,63.57
3/16/1961,64.21
3/17/1961,64
3/20/1961,64.86
3/21/1961,64.74
3/22/1961,64.7
3/23/1961,64.53
3/24/1961,64.42
3/27/1961,64.35
3/28/1961,64.38
3/29/1961,64.93
3/30/1961,65.06
4/3/1961,65.6
4/4/1961,65.66
4/5/1961,65.46
4/6/1961,65.61
4/7/1961,65.96
4/10/1961,66.53
4/11/1961,66.62
4/12/1961,66.31
4/13/1961,66.26
4/14/1961,66.37
4/17/1961,68.68
4/18/1961,66.2
4/19/1961,65.81
4/20/1961,65.82
4/21/1961,65.77
4/24/1961,64.4
4/25/1961,65.3
4/26/1961,65.55
4/27/1961,65.46
4/28/1961,65.31
5/1/1961,65.17
5/2/1961,65.64
5/3/1961,66.18
5/4/1961,66.44
5/5/1961,66.52
5/8/1961,66.41
5/9/1961,66.47
5/10/1961,66.41
5/11/1961,66.39
5/12/1961,66.5
5/15/1961,66.83
5/16/1961,67.08
5/17/1961,67.39
5/18/1961,66.99
5/19/1961,67.27
5/22/1961,66.85
5/23/1961,66.68
5/24/1961,66.26
5/25/1961,66.01
5/26/1961,66.43
5/31/1961,66.56
6/1/1961,66.56
6/2/1961,66.73
6/5/1961,67.08
6/6/1961,66.89
6/7/1961,65.64
6/8/1961,66.67
6/9/1961,66.66
6/12/1961,66.15
6/13/1961,65.8
6/14/1961,65.98
6/15/1961,65.69
6/16/1961,65.18
6/19/1961,64.58
6/20/1961,65.15
6/21/1961,65.14
6/22/1961,64.9
6/23/1961,65.16
6/26/1961,64.47
6/27/1961,64.47
6/28/1961,64.59
6/29/1961,64.52
6/30/1961,64.64
7/3/1961,65.21
7/5/1961,65.63
7/6/1961,65.81
7/7/1961,65.77
7/10/1961,65.71
7/11/1961,65.69
7/12/1961,65.32
7/13/1961,64.86
7/14/1961,65.28
7/17/1961,64.79
7/18/1961,64.41
7/19/1961,64.7
7/20/1961,64.71
7/21/1961,64.86
7/24/1961,64.87
7/25/1961,65.23
7/26/1961,65.84
7/27/1961,66.61
7/28/1961,66.71
7/31/1961,66.76
8/1/1961,67.37
8/2/1961,66.94
8/3/1961,67.29
8/4/1961,67.68
8/7/1961,67.67
8/8/1961,67.82
8/9/1961,67.74
8/10/1961,67.95
8/11/1961,68.06
8/14/1961,67.72
8/15/1961,67.55
8/16/1961,67.73
8/17/1961,68.11
8/18/1961,68.29
8/21/1961,68.43
8/22/1961,68.44
8/23/1961,67.98
8/24/1961,67.59
8/25/1961,67.67
8/28/1961,67.7
8/29/1961,67.55
8/30/1961,67.81
8/31/1961,68.07
9/1/1961,68.19
9/5/1961,67.96
9/6/1961,68.46
9/7/1961,68.35
9/8/1961,67.88
9/11/1961,67.28
9/12/1961,67.96
9/13/1961,68.01
9/14/1961,67.53
9/15/1961,67.65
9/18/1961,67.21
9/19/1961,66.08
9/20/1961,66.96
9/21/1961,66.99
9/22/1961,66.72
9/25/1961,65.77
9/26/1961,65.78
9/27/1961,66.47
9/28/1961,66.58
9/29/1961,66.73
10/2/1961,66.77
10/3/1961,66.73
10/4/1961,67.18
10/5/1961,67.77
10/6/1961,66.97
10/9/1961,67.94
10/10/1961,68.11
10/11/1961,68.17
10/12/1961,68.16
10/13/1961,68.04
10/16/1961,67.85
10/17/1961,67.87
10/18/1961,68.21
10/19/1961,68.45
10/20/1961,68
10/23/1961,68.06
10/24/1961,67.98
10/25/1961,68.34
10/26/1961,68.46
10/27/1961,68.34
10/30/1961,68.42
10/31/1961,68.62
11/1/1961,68.73
11/2/1961,69.11
11/3/1961,69.47
11/6/1961,70.01
11/8/1961,70.87
11/9/1961,70.77
11/10/1961,71.07
11/13/1961,71.27
11/14/1961,71.66
11/15/1961,71.67
11/16/1961,71.62
11/17/1961,71.62
11/20/1961,71.72
11/21/1961,71.78
11/22/1961,71.7
11/24/1961,71.84
11/27/1961,71.85
11/28/1961,71.75
11/29/1961,71.7
11/30/1961,71.32
12/1/1961,71.78
12/4/1961,72.01
12/5/1961,71.93
12/6/1961,71.99
12/7/1961,71.7
12/8/1961,72.04
12/11/1961,72.39
12/12/1961,72.64
12/13/1961,72.53
12/14/1961,71.98
12/15/1961,72.01
12/18/1961,71.76
12/19/1961,71.26
12/20/1961,71.12
12/21/1961,70.86
12/22/1961,70.91
12/26/1961,71.02
12/27/1961,71.65
12/28/1961,71.69
12/29/1961,71.55
1/2/1962,70.96
1/3/1962,71.13
1/4/1962,70.64
1/5/1962,69.66
1/8/1962,69.12
1/9/1962,69.15
1/10/1962,68.96
1/11/1962,69.37
1/12/1962,69.61
1/15/1962,69.47
1/16/1962,69.07
1/17/1962,68.32
1/18/1962,68.39
1/19/1962,68.75
1/22/1962,68.81
1/23/1962,68.29
1/24/1962,68.4
1/25/1962,68.35
1/26/1962,68.13
1/29/1962,67.9
1/30/1962,68.17
1/31/1962,68.84
2/1/1962,69.26
2/2/1962,69.81
2/5/1962,69.88
2/6/1962,69.96
2/7/1962,70.42
2/8/1962,70.58
2/9/1962,70.48
2/12/1962,70.46
2/13/1962,70.45
2/14/1962,70.42
2/15/1962,70.74
2/16/1962,70.59
2/19/1962,70.41
2/20/1962,70.66
2/21/1962,70.32
2/23/1962,70.16
2/26/1962,69.76
2/27/1962,69.89
2/28/1962,69.96
3/1/1962,70.2
3/2/1962,70.16
3/5/1962,70.01
3/6/1962,69.78
3/7/1962,69.69
3/8/1962,70.19
3/9/1962,70.42
3/12/1962,70.4
